X,Y,Name,description
-3.64522528355658,40.3897687003524,1 ALTO DEL ARENAL,
-3.70331780707969,40.4503310541334,1 ALVARADO,
-3.69937574167324,40.4124630281881,1 ANTON MARTIN,
-3.69249088356661,40.4088467929565,1 ATOCHA,
-3.68937999371553,40.4065860907261,1 ATOCHA RENFE,
-3.67637727624471,40.4768070559377,1 BAMBU,
-3.7021882958863,40.4290496358293,1 BILBAO,
-3.65391434000143,40.3915577460413,1 BUENOS AIRES,
-3.68259327811545,40.4720227901636,1 CHAMARTIN,
-3.61885058409944,40.3723811074502,1 CONGOSTO,
-3.70397847665402,40.4469666780076,1 CUATRO CAMINOS,
-3.70302874939647,40.4542787492278,1 ESTRECHO,
-3.70181136384899,40.4200068573887,1 GRAN VIA,
-3.69898345337739,40.434915911434,1 IGLESIA,
-3.61347110393631,40.3701845118838,1 LA GAVIA,
-3.59953388822031,40.3632214581131,1 LAS SUERTES,
-3.68099094552854,40.4044466012139,1 MENENDEZ PELAYO,
-3.63951122538624,40.3873139298278,1 MIGUEL HERNANDEZ,
-3.66414535178604,40.3955355087629,1 NUEVA NUMANCIA,
-3.67513736368028,40.4012556807122,1 PACIFICO,
-3.66680704372163,40.4801329174913,1 PINAR DE CHAMARTIN,
-3.68918234066155,40.4668936234668,1 PLAZA DE CASTILLA,
-3.65868521148669,40.3926568047608,1 PORTAZGO,
-3.6690617034429,40.3981918732199,1 PUENTE DE VALLECAS,
-3.70133228732117,40.4419737585179,1 RIOS ROSAS,
-3.62472451669916,40.3821604644665,1 SIERRA DE GUADALUPE,
-3.70326394724882,40.4168718937705,1 SOL,
-3.69825834158428,40.4605508884216,1 TETUAN,
-3.70466647457877,40.4123408131972,1 TIRSO DE MOLINA,
-3.70110928954684,40.4261823050295,1 TRIBUNAL,
-3.6950664665124,40.4644169583289,1 VALDEACEDERAS,
-3.59316983665114,40.3600650313779,1 VALDECARROS,
-3.6213080158896,40.3795932530299,1 VILLA DE VALLECAS,
-3.69644159817345,40.4285258379178,10A ALONSO MARTINEZ,
-3.78392541868003,40.3836322712829,10A AVIACION ESPAÑOLA,
-3.75311658343704,40.4078551777336,10A BATAN,
-3.68585190044234,40.4804088560124,10A BEGOÑA,
-3.76101928089024,40.4031998121279,10A CASA DE CAMPO,
-3.68259400787308,40.4720948575639,10A CHAMARTIN,
-3.7746180160606,40.3969743480001,10A COLONIA JARDIN,
-3.79152547976571,40.3776975769265,10A CUATRO VIENTOS,
-3.68986237971902,40.4584211291856,10A CUZCO,
-3.69283383964543,40.4950788063147,10A FUENCARRAL,
-3.69127589764148,40.437529826448,10A GREGORIO MARAÑON,
-3.80720227856311,40.3498412159701,10A JOAQUIN VILUMBRALES,
-3.735637717084,40.4164091776535,10A LAGO,
-3.69241808626918,40.4465770429026,10A NUEVOS MINISTERIOS,
-3.68908798061129,40.4668941860567,10A PLAZA DE CASTILLA,
-3.70970471121293,40.424084809965,10A PLAZA DE ESPAÑA,
-3.72032866600426,40.4210281070895,10A PRINCIPE PIO,
-3.81211623315418,40.3452391960158,10A PUERTA DEL SUR,
-3.69038206869723,40.4515802047538,10A SANTIAGO BERNABEU,
-3.69520994941814,40.5011996112781,10A TRES OLIVOS,
-3.70208571480475,40.4259871898557,10A TRIBUNAL,
-3.63513382613712,40.5544185850798,10B BAUNATAL,
-3.61146575886278,40.5597624017078,10B HOSPITAL INFANTA SOFIA,
-3.65859953202572,40.5275939331866,10B LA GRANJA,
-3.63557100436178,40.5319480654032,10B LA MORALEJA,
-3.66944678717465,40.5083246283286,10B LAS TABLAS,
-3.64688338685137,40.5504795886156,10B MANUEL DE FALLA,
-3.63739261474087,40.5410189793584,10B MARQUES DE LA VALDAVIA,
-3.69575927761547,40.5052503155937,10B MONTECARMELO,
-3.6234033337323,40.5503744395571,10B REYES CATOLICOS,
-3.66277826042536,40.5155341582341,10B RONDA DE LA COMUNICACION,
-3.69520994941814,40.5011996112781,10B TRES OLIVOS,
-3.72791115890327,40.3808272388211,11 ABRANTES,
-3.75191626374229,40.371997889606,11 CARABANCHEL ALTO,
-3.77783377967118,40.3579524593983,11 LA FORTUNA,
-3.75690602399076,40.3642175126057,11 LA PESETA,
-3.73417167842901,40.375859688052,11 PAN BENDITO,
-3.71825572000441,40.3845993588632,11 PLAZA ELIPTICA,
-3.73910622280992,40.3735939992644,11 SAN FRANCISCO,
-3.8317801693487,40.3500814876978,12 ALCORCON CENTRAL,
-3.73664150358804,40.300806750054,12 ALONSO DE MENDOZA,
-3.75682804968743,40.2887392474274,12 ARROYO CULEBRO,
-3.75942841685175,40.3265968510738,12 CASA DEL RELOJ,
-3.7457717181822,40.2932435802133,12 CONSERVATORIO,
-3.72963847686186,40.329067914203,12 EL BERCIAL,
-3.74018613423199,40.3366316591144,12 EL CARRASCAL,
-3.70985858020827,40.3186232183558,12 EL CASAR,
-3.79890936914601,40.2826724093976,12 FUENLABRADA CENTRAL,
-3.73403382028552,40.3099226207448,12 GETAFE CENTRAL,
-3.81642706635241,40.2857483935492,12 HOSPITAL DE FUENLABRADA,
-3.87471502855707,40.3165211217991,12 HOSPITAL DE MOSTOLES,
-3.76797843049276,40.3217655451045,12 HOSPITAL SEVERO OCHOA,
-3.72225014982508,40.3117986292309,12 JUAN DE LA CIERVA,
-3.75266802486768,40.3347402711955,12 JULIAN BESTEIRO,
-3.77154456390089,40.3289761704424,12 LEGANES CENTRAL,
-3.83769190760879,40.2968038153401,12 LORANCA,
-3.71820388180328,40.3242204657689,12 LOS ESPARTALES,
-3.86402699019977,40.3090247557562,12 MANUELA MALASAÑA,
-3.86354543302905,40.3284970958031,12 MOSTOLES CENTRAL,
-3.78698230825216,40.2868353254141,12 PARQUE DE LOS ESTADOS,
-3.80632658635697,40.2851705632526,12 PARQUE EUROPA,
-3.82120108898331,40.3496796037955,12 PARQUE LISBOA,
-3.84934341143655,40.3458907397877,12 PARQUE OESTE,
-3.86489448986563,40.3216761168161,12 PRADILLO,
-3.81249525374088,40.3454257255014,12 PUERTA DEL SUR,
-3.77587633658345,40.336154514293,12 SAN NICASIO,
-3.87218854743164,40.3351170091402,12 UNIVERSIDAD REY JUAN CARLOS,
-3.62351440276472,40.4182844439094,2 ALSACIA,
-3.61207082845727,40.4223906617217,2 AVENIDA DE GUADALAJARA,
-3.69496649459329,40.4192193732867,2 BANCO DE ESPAÑA,
-3.7043372209934,40.4384059404545,2 CANAL,
-3.70393131071431,40.4469669652352,2 CUATRO CAMINOS,
-3.67591237595694,40.4245395650961,2 GOYA,
-3.63914758416041,40.4236135202229,2 LA ALMUDENA,
-3.65052849734335,40.4266131180015,2 LA ELIPA,
-3.60331265542266,40.4237430104161,2 LAS ROSAS,
-3.66926172756508,40.4279025912646,2 MANUEL BECERRA,
-3.70742567956348,40.4248375182092,2 NOVICIADO,
-3.70942950671521,40.4180864823582,2 OPERA,
-3.68012825628825,40.422938258697,2 PRINCIPE DE VERGARA,
-3.70434202162161,40.4332167197345,2 QUEVEDO,
-3.6862547889045,40.420298442434,2 RETIRO,
-3.70558181564631,40.4300109577328,2 SAN BERNARDO,
-3.70796634277563,40.4213116773235,2 SANTO DOMINGO,
-3.69925677793411,40.4180493563781,2 SEVILLA,
-3.70326366585201,40.4168448683547,2 SOL,
-3.66366768979218,40.4308807941254,2 VENTAS,
-3.69789232947558,40.3840934125769,3 ALMENDRALES,
-3.71597503178837,40.4306587706921,3 ARGÜELLES,
-3.70566714539617,40.4201275319943,3 CALLAO,
-3.69363529113109,40.3595781975274,3 CIUDAD DE LOS ANGELES,
-3.69420215115586,40.3998995390007,3 DELICIAS,
-3.70268199250914,40.4051186197259,3 EMBAJADORES,
-3.69585510496813,40.3750245146155,3 HOSPITAL 12 DE OCTUBRE,
-3.7009140558765,40.4085077475188,3 LAVAPIES,
-3.69512555138751,40.3911461767941,3 LEGAZPI,
-3.71945217448965,40.4350155641022,3 MONCLOA,
-3.69423472605265,40.403070535698,3 PALOS DE LA FRONTERA,
-3.71120648625356,40.4234089130875,3 PLAZA DE ESPAÑA,
-3.6931914329611,40.3415355358706,3 SAN CRISTOBAL,
-3.69417783909767,40.3699894913788,3 SAN FERMIN-ORCASUR,
-3.70326329065684,40.4168088344667,3 SOL,
-3.71341428619394,40.4270800021513,3 VENTURA RODRIGUEZ,
-3.71199099344908,40.3412231388669,3 VILLAVERDE ALTO,
-3.69265133221355,40.3508902739285,3 VILLAVERDE BAJO CRUCE,
-3.6679186527611,40.4482437177694,4 ALFONSO XIII,
-3.69594992106378,40.427717986325,4 ALONSO MARTINEZ,
-3.71596257440968,40.4305957847209,4 ARGÜELLES,
-3.65618812256829,40.4558244094721,4 ARTURO SORIA,
-3.67664879418153,40.4380307818892,4 AVENIDA DE AMERICA,
-3.66118983595198,40.4535346495725,4 AVENIDA DE LA PAZ,
-3.7011487682664,40.4288487375213,4 BILBAO,
-3.63560057973765,40.4638042998809,4 CANILLAS,
-3.69101038260943,40.4254142768927,4 COLON,
-3.67496450173471,40.4346712542368,4 DIEGO DE LEON,
-3.6458206213278,40.459441351876,4 ESPERANZA,
-3.67685809587672,40.4248043033313,4 GOYA,
-3.65257963747948,40.4753673026608,4 HORTALEZA,
-3.67541637288139,40.4291640991189,4 LISTA,
-3.66290515869445,40.476867092844,4 MANOTERAS,
-3.63833125453675,40.4694198676222,4 MAR DE CRISTAL,
-3.64524666174808,40.4771111679257,4 PARQUE DE SANTA MARIA,
-3.66677165158883,40.4801331216767,4 PINAR DE CHAMARTIN,
-3.67482382882034,40.4441855967683,4 PROSPERIDAD,
-3.70568423987485,40.42965898072,4 SAN BERNARDO,
-3.6395823502616,40.4744669872293,4 SAN LORENZO,
-3.68663703179209,40.4254313247773,4 SERRANO,
-3.68291960090241,40.4250299188789,4 VELAZQUEZ,
-3.70665223113989,40.4038691909447,5 ACACIAS,
-3.58752985142083,40.4577883687832,5 ALAMEDA DE OSUNA,
-3.69502440729108,40.4282821137883,5 ALONSO MARTINEZ,
-3.76080965295018,40.3856245189622,5 ALUCHE,
-3.70566667474503,40.4200824896833,5 CALLAO,
-3.76813597529501,40.3948013638836,5 CAMPAMENTO,
-3.60816495697351,40.4494203776713,5 CANILLEJAS,
-3.74488166043892,40.3878183238525,5 CARABANCHEL,
-3.76101968670183,40.4032358456357,5 CASA DE CAMPO,
-3.69762156530907,40.4229241156419,5 CHUECA,
-3.63816408976364,40.4380424265988,5 CIUDAD LINEAL,
-3.67426928888624,40.4323509825398,5 DIEGO DE LEON,
-3.59401396753623,40.4534669388794,5 EL CAPRICHO,
-3.65758236536764,40.431888543471,5 EL CARMEN,
-3.76535435906452,40.3905675329338,5 EMPALME,
-3.75121747241181,40.3843809157791,5 EUGENIA DE MONTIJO,
-3.70181108300229,40.4199798319791,5 GRAN VIA,
-3.70816757830474,40.4112743722751,5 LA LATINA,
-3.71596381319722,40.3973524086304,5 MARQUES DE VADILLO,
-3.6825853552837,40.4327796588279,5 NUÑEZ DE BALBOA,
-3.70935878814899,40.418086916274,5 OPERA,
-3.73132767588926,40.3884634030811,5 OPORTO,
-3.71138807376365,40.4025968999053,5 PIRAMIDES,
-3.64283440360583,40.4356922212208,5 PUEBLO NUEVO,
-3.71105763381272,40.4070313892974,5 PUERTA DE TOLEDO,
-3.64736516613687,40.4335768432992,5 QUINTANA,
-3.68954512636468,40.4331527711429,5 RUBEN DARIO,
-3.62684744707617,40.440843088707,5 SUANZES,
-3.61700472991831,40.4437428942912,5 TORRE ARIAS,
-3.72361563042961,40.3933497945397,5 URGEL,
-3.66360874592144,40.430881132488,5 VENTAS,
-3.73982664511788,40.3888417745042,5 VISTA ALEGRE,
-3.73893777247483,40.4099196446594,6 ALTO DE EXTREMADURA,
-3.68864146506393,40.3930949000291,6 ARGANZUELA-PLANETARIO,
-3.71596181009996,40.430523717315,6 ARGÜELLES,
-3.67658984422362,40.4380311269201,6 AVENIDA DE AMERICA,
-3.74100000338481,40.3926991526237,6 CARPETANA,
-3.72679506943272,40.4435552106853,6 CIUDAD UNIVERSITARIA,
-3.6704096225131,40.4069679135566,6 CONDE DE CASAL,
-3.70387235328871,40.4469673242428,6 CUATRO CAMINOS,
-3.67294296833893,40.4329442973859,6 DIEGO DE LEON,
-3.71229735788601,40.4463571596241,6 GUZMAN EL BUENO,
-3.74430036116943,40.3992275434737,6 LAGUNA,
-3.69505495341274,40.3911556102561,6 LEGAZPI,
-3.74534313346309,40.4050947279764,6 LUCERO,
-3.66921457460229,40.4279028642222,6 MANUEL BECERRA,
-3.67814224641529,40.3953731860532,6 MENDEZ ALVARO,
-3.71943236977745,40.446430091203,6 METROPOLITANO,
-3.71945159837344,40.4349615136306,6 MONCLOA,
-3.692418456067,40.4466130766877,6 NUEVOS MINISTERIOS,
-3.6685990513217,40.4228883903771,6 O'DONNELL,
-3.72313426203065,40.3869023065642,6 OPAÑEL,
-3.7312687698622,40.3884637756176,6 OPORTO,
-3.67386094828571,40.4020649342441,6 PACIFICO,
-3.71837352566381,40.3845986270752,6 PLAZA ELIPTICA,
-3.72032905036068,40.4210641408174,6 PRINCIPE PIO,
-3.72724195557414,40.4138947173831,6 PUERTA DEL ANGEL,
-3.68406454571456,40.4437889414604,6 REPUBLICA ARGENTINA,
-3.66952345557814,40.4150631858195,6 SAINZ DE BARANDA,
-3.70690100728518,40.3870927739825,6 USERA,
-3.69925507880312,40.438373729875,7A ALONSO CANO,
-3.71770436552251,40.4702155154315,7A ANTONIO MACHADO,
-3.6410608382789,40.4301975485955,7A ASCAO,
-3.71841125911116,40.4800939397985,7A AVDA. DE LA ILUSTRACION,
-3.67653089426469,40.4380314719209,7A AVENIDA DE AMERICA,
-3.65200471087688,40.4390913221314,7A BARRIO DE LA CONCEPCION,
-3.70489445530308,40.4386998413061,7A CANAL,
-3.6721577545084,40.4393362621972,7A CARTAGENA,
-3.60015664600572,40.4333901154286,7A ESTADIO OLIMPICO,
-3.71239239218685,40.4564736657608,7A FRANCOS RODRIGUEZ,
-3.63331036715174,40.4284204389523,7A GARCIA NOBLEJAS,
-3.69149549904974,40.4382492341818,7A GREGORIO MARAÑON,
-3.7122969774755,40.446321125991,7A GUZMAN EL BUENO,
-3.71374135431468,40.4390599723383,7A ISLAS FILIPINAS,
-3.72305344849228,40.4850108964885,7A LACOMA,
-3.60788713005574,40.4329803545576,7A LAS MUSAS,
-3.66297368374162,40.4394433512344,7A PARQUE DE LAS AVENIDAS,
-3.71583035792514,40.4759207945088,7A PEÑAGRANDE,
-3.72589950679147,40.4951010670594,7A PITIS,
-3.64283406042037,40.4356561870032,7A PUEBLO NUEVO,
-3.61546960628241,40.427985259798,7A SAN BLAS,
-3.6257259832108,40.4279842577968,7A SIMANCAS,
-3.71598379538069,40.4648208101471,7A VALDEZARZA,
-3.56919879207322,40.4224925625206,7B BARRIO DEL PUERTO,
-3.56119322839872,40.4237299052986,7B COSLADA CENTRAL,
-3.60015664600572,40.4333901154286,7B ESTADIO OLIMPICO,
-3.52718475603383,40.4177638037693,7B HENARES,
-3.53453870036406,40.4176039108657,7B HOSPITAL DEL HENARES,
-3.52550419189904,40.4229516785688,7B JARAMA,
-3.54793116412425,40.4251448800643,7B LA RAMBLA,
-3.53541776509622,40.4244107094347,7B SAN FERNANDO,
-3.56954106753085,40.468644167154,8 AEROPUERTO T1 T2 T3,
-3.59325408536861,40.4917590396361,8 AEROPUERTO T4,
-3.58253112605804,40.4757686044194,8 BARAJAS,
-3.61621005202395,40.4638912812754,8 CAMPO DE LAS NACIONES,
-3.67683240203862,40.4563360028234,8 COLOMBIA,
-3.63833091334936,40.4693838335838,8 MAR DE CRISTAL,
-3.69241780892125,40.4465500175636,8 NUEVOS MINISTERIOS,
-3.64867457475091,40.4679929173437,8 PINAR DEL REY,
-3.64181374628536,40.4052202582811,9A ARTILLEROS,
-3.67647194430474,40.4380318168916,9A AVENIDA DE AMERICA,
-3.70317008295356,40.4768813889943,9A BARRIO DEL PILAR,
-3.67695011405162,40.4574884640808,9A COLOMBIA,
-3.67738473007955,40.45144088404,9A CONCHA ESPINA,
-3.6782206516502,40.444264816623,9A CRUZ DEL RAYO,
-3.67917508084544,40.467619523152,9A DUQUE DE PASTRANA,
-3.66179153300112,40.4114680410225,9A ESTRELLA,
-3.70752239383905,40.484656572328,9A HERRERA ORIA,
-3.67858545827223,40.4183887480418,9A IBIZA,
-3.71635730886455,40.4910885775482,9A MIRASIERRA,
-3.67937538118978,40.4301228860809,9A NUÑEZ DE BALBOA,
-3.70908423283568,40.499646860142,9A PACO DE LUCIA,
-3.63512274600938,40.4005094179084,9A PAVONES,
-3.67580234341999,40.4629996694385,9A PIO XII,
-3.68913516063675,40.4668939047714,9A PLAZA DE CASTILLA,
-3.6802467751336,40.4241717997859,9A PRINCIPE DE VERGARA,
-3.59598285851014,40.4013123819505,9A PUERTA DE ARGANDA,
-3.6695230984052,40.4150271516656,9A SAINZ DE BARANDA,
-3.60240400497302,40.4038106623672,9A SAN CIPRIANO,
-3.62156667706054,40.4000425387433,9A VALDEBERNARDO,
-3.69588490006244,40.4694300288486,9A VENTILLA,
-3.6088656317894,40.4042092535065,9A VICALVARO,
-3.65273976684565,40.410240209955,9A VINATEROS,
-3.44752606571598,40.3036647903851,9B ARGANDA DEL REY,
-3.47745263536118,40.3190140657202,9B LA POVEDA,
-3.59598285851014,40.4013123819505,9B PUERTA DE ARGANDA,
-3.52479975903686,40.3413410350274,9B RIVAS FUTURA,
-3.54728147909295,40.3667688721138,9B RIVAS URBANIZACIONES,
-3.5206027411301,40.3283687073817,9B RIVAS VACIAMADRID,
-3.70928806958124,40.4180873501465,R OPERA,
-3.72032828164854,40.4209920733613,R PRINCIPE PIO,
